#Threads,#Iter,info,#NNZ in L,#NNZ in U,LU MB,Total MB,Norm,RPG,RCN,pdgssvx
10,10,0,1809746,1665967,42.803,161.257,9.54953E-09,0.2529477,3.707492E-07,391801
,,,,,,,,,,
11,0,0,1817967,1675990,42.946,173.067,9.549531E-09,0.2529476,3.707492E-07,412385
11,1,0,1826002,1683400,43.073,173.195,9.54953E-09,0.2529477,3.707492E-07,384612
11,2,0,1828378,1685930,43.123,173.244,9.54953E-09,0.2529477,3.707492E-07,383802
11,3,0,1836067,1690873,43.211,173.332,9.54953E-09,0.2529477,3.707492E-07,385363
11,4,0,1836219,1691601,43.221,173.342,9.54953E-09,0.2529477,3.707492E-07,405075
11,5,0,1825355,1683322,43.074,173.196,9.54953E-09,0.2529477,3.707492E-07,403251
11,6,0,1825975,1683372,43.073,173.194,9.54953E-09,0.2529477,3.707492E-07,383744
11,7,0,1828694,1684629,43.11,173.231,9.54953E-09,0.2529477,3.707492E-07,384482
11,8,0,1827782,1684476,43.101,173.222,9.54953E-09,0.2529477,3.707492E-07,381820
11,9,0,1825978,1683187,43.071,173.192,9.54953E-09,0.2529477,3.707492E-07,406984
11,10,0,1828049,1684378,43.102,173.223,9.54953E-09,0.2529477,3.707492E-07,382843
,,,,,,,,,,
12,0,0,1822997,1678283,42.994,184.783,9.54953E-09,0.2529477,3.707492E-07,392270
12,1,0,1825841,1679877,43.029,184.818,9.54953E-09,0.2529477,3.707492E-07,379461
12,2,0,1835254,1687614,43.164,184.953,9.54953E-09,0.2529477,3.707492E-07,396797
12,3,0,1824665,1680459,43.031,184.82,9.54953E-09,0.2529477,3.707492E-07,382284
12,4,0,1829060,1685573,43.121,184.91,9.54953E-09,0.2529477,3.707492E-07,378377
12,5,0,1826127,1682769,43.071,184.86,9.54953E-09,0.2529477,3.707492E-07,379849
12,6,0,1823622,1681019,43.034,184.823,9.54953E-09,0.2529573,3.707492E-07,379387
12,7,0,1821205,1676750,42.963,184.753,9.54953E-09,0.2529476,3.707492E-07,378915
12,8,0,1827262,1683083,43.079,184.868,9.54953E-09,0.2529477,3.707492E-07,401557
12,9,0,1837450,1691182,43.222,185.011,9.54953E-09,0.2529476,3.707492E-07,379017
12,10,0,1823447,1678894,43.005,184.794,9.54953E-09,0.2529477,3.707492E-07,379149
