#Threads,#Iter,info,#NNZ in L,#NNZ in U,LU MB,Total MB,Norm,RPG,RCN,pdgssvx
4,2,0,1949267,2882622,59.381,251.399,8.209262E-09,0.1510602,3.638779E-07,655148
4,3,0,1945183,2880418,59.357,251.374,8.209262E-09,0.1510602,3.638779E-07,657926
4,4,0,1950196,2882691,59.359,251.377,8.209262E-09,0.1510602,3.638779E-07,707085
4,5,0,1948292,2881851,59.35,251.368,8.209262E-09,0.1510602,3.638779E-07,708127
4,6,0,1948245,2881841,59.364,251.381,8.209262E-09,0.1510602,3.638779E-07,657880
4,7,0,1947524,2879826,59.349,251.367,8.209262E-09,0.1510602,3.638779E-07,655602
4,8,0,1949295,2881911,59.364,251.382,8.209262E-09,0.1510602,3.638779E-07,657500
4,9,0,1951097,2882702,59.374,251.391,8.209262E-09,0.1510602,3.638779E-07,657060
4,10,0,1945652,2881867,59.377,251.395,8.209262E-09,0.1510602,3.638779E-07,658917
5,0,0,1953221,2880547,59.305,297.567,8.209262E-09,0.1510602,3.638779E-07,718173
5,1,0,1950594,2880556,59.297,297.56,8.209262E-09,0.1510602,3.638779E-07,697483
5,2,0,1947404,2878448,59.343,297.606,8.209262E-09,0.1510602,3.638779E-07,650035
5,3,0,1947919,2878433,59.344,297.607,8.209262E-09,0.1510602,3.638779E-07,651315
5,4,0,1953509,2880472,59.3,297.563,8.209262E-09,0.1510602,3.638779E-07,694606
5,5,0,1946239,2877883,59.335,297.598,8.209262E-09,0.1510602,3.638779E-07,649200
5,6,0,1947544,2878428,59.338,297.601,8.209262E-09,0.1510602,3.638779E-07,645161
5,7,0,1952691,2880484,59.305,297.568,8.209262E-09,0.1510602,3.638779E-07,698514
5,8,0,1947404,2878452,59.343,297.606,8.209262E-09,0.1510602,3.638779E-07,646790
5,9,0,1953340,2880471,59.299,297.561,8.209262E-09,0.1510602,3.638779E-07,702029
5,10,0,1952159,2880012,59.294,297.557,8.209262E-09,0.1510602,3.638779E-07,696575
6,0,0,1953436,2882275,59.338,343.846,8.209262E-09,0.1510602,3.638779E-07,665389
6,1,0,1953042,2882350,59.362,343.87,8.209262E-09,0.1510602,3.638779E-07,646537
6,2,0,1949776,2881570,59.346,343.854,8.209262E-09,0.1510602,3.638779E-07,646192
6,3,0,1950469,2881506,59.352,343.859,8.209262E-09,0.1510602,3.638779E-07,645476
6,4,0,1953498,2882355,59.359,343.866,8.209262E-09,0.1510602,3.638779E-07,641984
6,5,0,1951586,2882222,59.375,343.883,8.209262E-09,0.1510602,3.638779E-07,647299
6,6,0,1950504,2882344,59.354,343.862,8.209262E-09,0.1510602,3.638779E-07,644366
6,7,0,1950994,2881828,59.364,343.871,8.209262E-09,0.1510602,3.638779E-07,648200
6,8,0,1953439,2882355,59.359,343.867,8.209262E-09,0.1510602,3.638779E-07,646034
6,9,0,1951129,2881795,59.362,343.87,8.209262E-09,0.1510602,3.638779E-07,645725
6,10,0,1952859,2882384,59.362,343.87,8.209262E-09,0.1510602,3.638779E-07,647054
7,0,0,1956056,2881702,59.321,390.074,8.209262E-09,0.1510602,3.638779E-07,655725
7,1,0,1956302,2882318,59.321,390.074,8.209262E-09,0.1510602,3.638779E-07,632459
7,2,0,1956056,2881716,59.321,390.074,8.209262E-09,0.1510602,3.638779E-07,633899
7,3,0,1957294,2881820,59.318,390.071,8.209262E-09,0.1510602,3.638779E-07,633681
7,4,0,1956932,2881775,59.304,390.057,8.209262E-09,0.1510602,3.638779E-07,688554
7,5,0,1956191,2881597,59.302,390.055,8.209262E-09,0.1510602,3.638779E-07,685230
7,6,0,1957593,2881886,59.302,390.055,8.209262E-09,0.1510602,3.638779E-07,682450
7,7,0,1956318,2881740,59.315,390.068,8.209262E-09,0.1510602,3.638779E-07,633402
7,8,0,1956056,2881725,59.321,390.074,8.209262E-09,0.1510602,3.638779E-07,628512
7,9,0,1956932,2881785,59.304,390.057,8.209262E-09,0.1510602,3.638779E-07,683337
7,10,0,1956056,2881726,59.321,390.074,8.209262E-09,0.1510602,3.638779E-07,633069
8,0,0,1957007,2878667,59.271,436.269,8.209262E-09,0.1510602,3.638779E-07,706716
8,1,0,1957864,2879389,59.273,436.271,8.209262E-09,0.1510602,3.638779E-07,681169
8,2,0,1957260,2878676,59.264,436.262,8.209262E-09,0.1510602,3.638779E-07,682507
8,3,0,1958680,2879387,59.274,436.272,8.209262E-09,0.1510602,3.638779E-07,683298
8,4,0,1958258,2879331,59.28,436.278,8.209262E-09,0.1510602,3.638779E-07,683445
8,5,0,1957007,2878676,59.272,436.27,8.209262E-09,0.1510602,3.638779E-07,684455
8,6,0,1958393,2879351,59.279,436.277,8.209262E-09,0.1510602,3.638779E-07,684770
8,7,0,1958680,2879389,59.274,436.272,8.209262E-09,0.1510602,3.638779E-07,684981
8,8,0,1957429,2878725,59.266,436.264,8.209262E-09,0.1510602,3.638779E-07,681217
8,9,0,1957007,2878667,59.271,436.269,8.209262E-09,0.1510602,3.638779E-07,680137
8,10,0,1958680,2879397,59.274,436.272,8.209262E-09,0.1510602,3.638779E-07,684430
9,0,0,1960076,2879217,59.268,482.511,8.209262E-09,0.1510602,3.638779E-07,660669
9,1,0,1960053,2879185,59.27,482.513,8.209262E-09,0.1510602,3.638779E-07,633412
9,2,0,1960944,2879408,59.266,482.509,8.209262E-09,0.1510602,3.638779E-07,632802
9,3,0,1959650,2879206,59.266,482.509,8.209262E-09,0.1510602,3.638779E-07,631894
9,4,0,1958309,2878507,59.256,482.499,8.209262E-09,0.1510602,3.638779E-07,634038
9,5,0,1960073,2879205,59.268,482.511,8.209262E-09,0.1510602,3.638779E-07,631840
9,6,0,1958663,2878496,59.258,482.501,8.209262E-09,0.1510602,3.638779E-07,635159
9,7,0,1959093,2879147,59.272,482.515,8.209262E-09,0.1510602,3.638779E-07,633809
9,8,0,1960944,2879419,59.267,482.51,8.209262E-09,0.1510602,3.638779E-07,632096
9,9,0,1960073,2879190,59.268,482.511,8.209262E-09,0.1510602,3.638779E-07,634835
9,10,0,1958731,2878555,59.251,482.494,8.209262E-09,0.1510602,3.638779E-07,634553
10,0,0,1958508,2876678,59.244,528.732,8.209262E-09,0.1510602,3.638779E-07,661753
10,1,0,1958114,2875757,59.226,528.714,8.209262E-09,0.1510602,3.638779E-07,630146
10,2,0,1958508,2876688,59.244,528.732,8.209262E-09,0.1510602,3.638779E-07,633026
10,3,0,1958114,2876972,59.24,528.729,8.209262E-09,0.1510602,3.638779E-07,630988
10,4,0,1958134,2876979,59.238,528.726,8.209262E-09,0.1510602,3.638779E-07,628612
10,5,0,1958594,2877013,59.239,528.727,8.209262E-09,0.1510602,3.638779E-07,631673
10,6,0,1958968,2877819,59.244,528.732,8.209262E-09,0.1510602,3.638779E-07,629011
10,7,0,1958134,2877008,59.238,528.726,8.209262E-09,0.1510602,3.638779E-07,629176
10,8,0,1958795,2877889,59.253,528.741,8.209262E-09,0.1510602,3.638779E-07,629958
10,9,0,1960128,2877584,59.244,528.732,8.209262E-09,0.1510602,3.638779E-07,634912
10,10,0,1959121,2877917,59.256,528.744,8.209262E-09,0.1510602,3.638779E-07,678145
11,0,0,1960128,2875283,59.216,574.949,8.209262E-09,0.1510602,3.638779E-07,662759
11,1,0,1960128,2875418,59.218,574.951,8.209262E-09,0.1510602,3.638779E-07,633063
11,2,0,1960128,2875266,59.216,574.949,8.209262E-09,0.1510602,3.638779E-07,631720
11,3,0,1960608,2875269,59.214,574.947,8.209262E-09,0.1510602,3.638779E-07,635549
11,4,0,1957839,2875069,59.214,574.948,8.209262E-09,0.1510602,3.638779E-07,632730
11,5,0,1960139,2875374,59.217,574.95,8.209262E-09,0.1510602,3.638779E-07,634021
11,6,0,1960128,2875530,59.219,574.952,8.209262E-09,0.1510602,3.638779E-07,633074
11,7,0,1960128,2875426,59.218,574.951,8.209262E-09,0.1510602,3.638779E-07,631891
11,8,0,1960608,2875559,59.218,574.951,8.209262E-09,0.1510602,3.638779E-07,633908
11,9,0,1960608,2875555,59.217,574.951,8.209262E-09,0.1510602,3.638779E-07,631185
11,10,0,1957839,2875067,59.214,574.948,8.209262E-09,0.1510602,3.638779E-07,635893
12,0,0,1960797,2874697,59.191,621.17,8.209262E-09,0.1510602,3.638779E-07,722672
12,1,0,1961390,2875142,59.195,621.173,8.209262E-09,0.1510602,3.638779E-07,645120
12,2,0,1960139,2874457,59.206,621.185,8.209262E-09,0.1510602,3.638779E-07,632713
12,3,0,1960796,2875009,59.195,621.174,8.209262E-09,0.1510602,3.638779E-07,637119
12,4,0,1960524,2874457,59.187,621.165,8.209262E-09,0.1510602,3.638779E-07,638472
12,5,0,1960214,2875212,59.202,621.18,8.209262E-09,0.1510602,3.638779E-07,686111
12,6,0,1961265,2875110,59.194,621.173,8.209262E-09,0.1510602,3.638779E-07,639541
12,7,0,1961265,2874879,59.192,621.17,8.209262E-09,0.1510602,3.638779E-07,633153
12,8,0,1961609,2875187,59.198,621.176,8.209262E-09,0.1510602,3.638779E-07,646300
12,9,0,1961265,2875365,59.198,621.176,8.209262E-09,0.1510602,3.638779E-07,633255
12,10,0,1960608,2874373,59.203,621.182,8.209262E-09,0.1510602,3.638779E-07,633692
