#Threads,#Iter,info,#NNZ in L,#NNZ in U,LU MB,Total MB,Norm,RPG,RCN,pdgssvx
6,8,0,1640414,2334594,49.924,334.432,8.209262E-09,0.1508722,3.638779E-07,975070
6,9,0,1640305,2334594,49.924,334.431,8.209262E-09,0.1508722,3.638779E-07,972238
6,10,0,1640423,2334594,49.924,334.432,8.209262E-09,0.1508722,3.638779E-07,970553
7,0,0,1643459,2333329,49.89,380.643,8.209262E-09,0.1508722,3.638779E-07,1006217
7,1,0,1643459,2333117,49.887,380.64,8.209262E-09,0.1508722,3.638779E-07,982136
7,2,0,1642978,2333133,49.908,380.661,8.209262E-09,0.1508722,3.638779E-07,983747
7,3,0,1643459,2333329,49.89,380.643,8.209262E-09,0.1508722,3.638779E-07,984711
7,4,0,1643459,2333329,49.89,380.643,8.209262E-09,0.1508722,3.638779E-07,985257
7,5,0,1642305,2333039,49.886,380.639,8.209262E-09,0.1508722,3.638779E-07,984577
7,6,0,1643459,2333329,49.89,380.643,8.209262E-09,0.1508722,3.638779E-07,983007
7,7,0,1641350,2332991,49.91,380.662,8.209262E-09,0.1508722,3.638779E-07,982121
7,8,0,1642978,2333317,49.91,380.663,8.209262E-09,0.1508722,3.638779E-07,985079
7,9,0,1642978,2333133,49.908,380.661,8.209262E-09,0.1508722,3.638779E-07,985708
7,10,0,1643459,2333447,49.891,380.644,8.209262E-09,0.1508722,3.638779E-07,982334
8,0,0,1646497,2334375,49.902,426.9,8.209262E-09,0.1508722,3.638779E-07,1008441
8,1,0,1644158,2334211,49.892,426.89,8.209262E-09,0.1508722,3.638779E-07,982825
8,2,0,1647594,2335461,49.899,426.897,8.209262E-09,0.1508722,3.638779E-07,982510
8,3,0,1644196,2334401,49.894,426.892,8.209262E-09,0.1508722,3.638779E-07,984152
8,4,0,1644732,2334666,49.894,426.892,8.209262E-09,0.1508722,3.638779E-07,986652
8,5,0,1646793,2334592,49.898,426.896,8.209262E-09,0.1508722,3.638779E-07,979876
8,6,0,1644158,2334532,49.896,426.894,8.209262E-09,0.1508722,3.638779E-07,982962
8,7,0,1644732,2334242,49.889,426.887,8.209262E-09,0.1508722,3.638779E-07,982636
8,8,0,1644732,2334749,49.895,426.893,8.209262E-09,0.1508722,3.638779E-07,980724
8,9,0,1644574,2334520,49.891,426.889,8.209262E-09,0.1508722,3.638779E-07,987045
8,10,0,1644574,2334482,49.89,426.888,8.209262E-09,0.1508722,3.638779E-07,980081
9,0,0,1648204,2335472,49.894,473.138,8.209262E-09,0.1508722,3.638779E-07,1022897
9,1,0,1646099,2335195,49.885,473.128,8.209262E-09,0.1508722,3.638779E-07,993009
9,2,0,1647215,2334597,49.9,473.143,8.209262E-09,0.1508722,3.638779E-07,991602
9,3,0,1646009,2335235,49.892,473.135,8.209262E-09,0.1508722,3.638779E-07,992828
9,4,0,1646107,2335171,49.886,473.129,8.209262E-09,0.1508722,3.638779E-07,994780
9,5,0,1645102,2334303,49.891,473.134,8.209262E-09,0.1508722,3.638779E-07,991373
9,6,0,1644850,2334184,49.889,473.132,8.209262E-09,0.1508722,3.638779E-07,993035
9,7,0,1645012,2334340,49.897,473.14,8.209262E-09,0.1508722,3.638779E-07,994583
9,8,0,1644594,2334169,49.892,473.135,8.209262E-09,0.1508722,3.638779E-07,993057
9,9,0,1646009,2335235,49.892,473.135,8.209262E-09,0.1508722,3.638779E-07,992531
9,10,0,1645947,2334964,49.882,473.125,8.209262E-09,0.1508722,3.638779E-07,991957
10,0,0,1645848,2334402,49.88,519.369,8.209262E-09,0.1508722,3.638779E-07,1013252
10,1,0,1646574,2334535,49.881,519.369,8.209262E-09,0.1508722,3.638779E-07,987692
10,2,0,1646070,2334372,49.882,519.37,8.209262E-09,0.1508722,3.638779E-07,982767
10,3,0,1646008,2334808,49.886,519.375,8.209262E-09,0.1508722,3.638779E-07,982596
10,4,0,1646478,2334731,49.883,519.371,8.209262E-09,0.1508722,3.638779E-07,982843
10,5,0,1646166,2334753,49.887,519.375,8.209262E-09,0.1508722,3.638779E-07,984018
10,6,0,1646636,2334459,49.881,519.369,8.209262E-09,0.1508722,3.638779E-07,983548
10,7,0,1646636,2334408,49.88,519.368,8.209262E-09,0.1508722,3.638779E-07,982889
10,8,0,1646674,2334938,49.886,519.375,8.209262E-09,0.1508722,3.638779E-07,984165
10,9,0,1646008,2334360,49.881,519.369,8.209262E-09,0.1508722,3.638779E-07,985832
10,10,0,1646478,2334700,49.882,519.37,8.209262E-09,0.1508722,3.638779E-07,980259
11,0,0,1648291,2334604,49.891,565.625,8.209262E-09,0.1508722,3.638779E-07,1001361
11,1,0,1648291,2334581,49.891,565.624,8.209262E-09,0.1508722,3.638779E-07,981108
11,2,0,1648291,2334611,49.891,565.625,8.209262E-09,0.1508722,3.638779E-07,983049
11,3,0,1648291,2334575,49.891,565.624,8.209262E-09,0.1508722,3.638779E-07,981657
11,4,0,1648291,2334619,49.892,565.625,8.209262E-09,0.1508722,3.638779E-07,978752
11,5,0,1648325,2335002,49.894,565.627,8.209262E-09,0.1508722,3.638779E-07,979499
11,6,0,1648291,2334634,49.892,565.625,8.209262E-09,0.1508722,3.638779E-07,973669
11,7,0,1648325,2334968,49.894,565.627,8.209262E-09,0.1508722,3.638779E-07,976073
11,8,0,1648325,2334975,49.894,565.627,8.209262E-09,0.1508722,3.638779E-07,978768
11,9,0,1648325,2335058,49.895,565.628,8.209262E-09,0.1508722,3.638779E-07,983334
11,10,0,1648291,2334629,49.892,565.625,8.209262E-09,0.1508722,3.638779E-07,978711
12,0,0,1649069,2334070,49.885,611.863,8.209262E-09,0.1508722,3.638779E-07,1021329
12,1,0,1648723,2334084,49.889,611.867,8.209262E-09,0.1508722,3.638779E-07,987470
12,2,0,1649524,2334646,49.888,611.867,8.209262E-09,0.1508722,3.638779E-07,986581
12,3,0,1649524,2334700,49.889,611.868,8.209262E-09,0.1508722,3.638779E-07,988479
12,4,0,1649524,2334643,49.888,611.867,8.209262E-09,0.1508722,3.638779E-07,988634
12,5,0,1649524,2334616,49.888,611.866,8.209262E-09,0.1508722,3.638779E-07,985076
12,6,0,1649054,2334646,49.891,611.87,8.209262E-09,0.1508722,3.638779E-07,984459
12,7,0,1649116,2334565,49.891,611.869,8.209262E-09,0.1508722,3.638779E-07,988509
12,8,0,1649131,2334066,49.885,611.863,8.209262E-09,0.1508722,3.638779E-07,988799
12,9,0,1648649,2334735,49.897,611.875,8.209262E-09,0.1508722,3.638779E-07,936339
12,10,0,1649054,2334625,49.891,611.87,8.209262E-09,0.1508722,3.638779E-07,987515
